reviewid,reviewtext,sentiment
65,服务态度很好，环境还不错，适合公司聚会去吃，菜品种类丰富，味道也不错 ,2
66,一般一般吧，这附近算不错的。这里越来越热闹了 ,0
67,"性价比挺高的一家店,地点在富安街南湖名都A区附近。服务还不错,店面环境卫生干净,价格也合理 ",2
68,好可以，来吃过，下次还回来，菜品很齐全 ,2
60,店很好找，也很干净，就是位置比较拥挤，味道也还不错 ,2
71,"对得起价格,餐厅在富安街附近。味道没什么好说的 ",0
72,空腹坐车的我必然晕车的，坐公交前只想吃点好入口的汤粉。汤头像是红烧牛肉面的味道，应没有人讨厌的味道吧，虽然说不上好不好吃。虎皮鸡蛋一块五一个还挺便宜的，鸡蛋卤味儿很到位。吃下去就顶饱了，周边的人大都吃的小碗菜，估计味道还不错吧   ,0
72,老板娘是哪里不开心，像欠她几百万一样，完全没有服务可言。上菜巨慢，水都要自己去倒，店里无敌热，我不想说话了。 ,0
73,朋友聚会就是在茶港食堂。内部环境不错，很舒适。菜的味道很好，大家都很喜欢，一致称赞。先是称赞点菜的朋友会点菜，都很大家爱吃的，后来还是认为主要是菜做得好，厨师手艺高。可惜的是，只顾着吃了，只顾着聊天了，没有拍照片。下次去时一定要记得拍拍照，来这里分享一下。 ,2
74,因为现场不方便拍照，所以无法上图。 一家紧邻政府家属大院的餐厅，被粗茶淡饭承包了。叫作食堂，很接地气，人气也很旺，其实很牛很低调！好像也不对外，出入是要刷饭卡的。 菜是湖北口味，上菜快，份量足，价格不贵，味道也很好！ ,2
75,味道不错，下次还来吃！,2
76,吃了几年了：还不错 ,1
77,绝壁没吃过那么难吃的，店内环境一般，本人不推荐 ,0
78,很好的，老板热情，菜品可口。 ,2
70,感觉评价比周黑鸭要好，素三鲜海带豆干和藕，想要有腐竹的结果没有，豆干有点厚，海带和藕味道不错，一盒刚好十块钱，他家的鸭子也特别好吃，不错。 ,2
81,鸭腿甜甜的，很好吃，那种辣的小鸡腿就不怎么样了，藕和海带超辣... ,2
82,"来过这家店几次,餐厅在中百仓储附近。价格合适,味道还算正宗,环境很舒适 ",2
82,汉堡很好吃，鸡肉也多，环境不错。晒着太阳吃着汉堡用一个字形容，爽！ ,2
83,不错，挺好的 ,2
84,百度糯米真棒 ,2
85,在水果湖武商量贩店的一楼，店子很小，不是特别显眼，听说是连锁的，汉街万达广场里面也有，但是这家服务态度真是有待提高，不会再来了，还是去吃仟吉和皇冠，85°C去了！ ,0
86,下次还会买的 板栗很糯 棒棒哒 ,2
87,这个门面一直在变，原来是正新鸡排，看来卖的人了也不好，不知道这个鸡会不会好一点。 ,0
88,不记得是第几次来了，一碗豆皮，一份烧麦，一份蛋酒是标配~偶尔换换口味，凉面也是超级超级好吃，唯一就是离家不太近，却也不妨碍我开车来吃啊，因为真的好好吃哦~老汉口的味道。每次来队都排的很长~要有准备哈哈 ,2
80,味道不错，从小就喜欢吃豆皮，烧梅这些东西，她家做的还不错。适合自己的口味。 ,2
01,有人安利我吃他们家热干面，我来试试，真的不好吃啊，不好吃，吃了两口还是买烧麦吃吧，烧麦好吃，还可以两个一卖，免得的变也挺解腻。他们家还是豆皮烧麦好吃啦 ,2
02,上菜慢，点个烧烤一点点的上，吃完了还有没有上的。味道很一般，没什么好吃的。装烧烤的盘子都是水，烧烤就泡在水里。???? ,0
02,今年吃年饭选的这里，总体来说还不错，就是服务员的态度不是太好，服务质量有待提高，菜的口味还不错，品种也多！ ,0
03,中国版肯德基麦当劳，国产顶起来 ,1
04,国庆长假游回到武汉第一时间选择来到老村长百步亭店吃饭，在外待久了还真觉得咱武汉的味道才是最好的，走进... ,1
05,服务很不错，味道不错，都是笑脸相迎，收银员态度非常好，还送了一个打包盒。好好好好！ ,2
06,这种店不明白怎么可以开这么久，菜品不新鲜，鱼都是臭的还上到桌上，服务意识极差，点过的菜催几遍单居然还没下单。简直过分  ！ ,0
07,上帝曰：马氏饺子真好吃[偷笑]，这招牌有意思。 武胜路荣华西村的这家马氏饺子馆，河南开封口味，老社区的小吃店，店面不大，午间食客不少，基本上都是附近的居民和上班族，手工饺子确实很好吃，点上3两韭菜饺子，配上几种入味卤菜小吃，过瘾[强][强]，价格也是相当亲民。 ,2
08,从小就喜欢吃饺子，经过朋友介绍说这家饺不错，就来尝尝鹿就就了就鹿饭看鹿姐姐看看鹿角巷这个鹿鹿看咖啡厅上班了？。你现在的照片发给我看看可以吗好的，谢谢你啊我现在1个月左右的时候就已经到家没网的地方啊我们这里 ,2
00,算是从小吃到大的一家饺子馆了，以前它家还有炸饺子，也挺好吃的，就是楼上投诉油烟大就没有做了，饺子品种很多，个头不大，基本一口一个，但馅料够足，性价比也很高，还有售卖速冻饺子可以自己回去加工，来二两饺子再来点卤菜，一餐完美的解决了 ,2
211,微信公众号发的武胜路烫锅鲜有活动吧过来吃了，去的时候没位置等了一会做的一楼，就是拿菜有点不方便要上二楼去，嫩牛肉依旧那么好吃，哈哈哈，位置地方不是很大，好在味道我感觉还是不差的！店内的服务人员态度都挺好的让人感觉还挺舒服的， ,0
212,这是吃过的第三家烫锅鲜啦，之前常去的是钟家村和王家湾店。武胜路的新店环境比其他的老店都好很多。  蔬菜很新鲜，招牌嫩牛肉点它不会错。以及我最爱的味碟！  价格也很赞，每串7毛，每个月都会来报道！ ,2
212,吃到撑，我吃饱了，朋友还在一直吃。以前一直点的清汤锅。这次点了辣锅，单一点都不辣。味碟点的不辣的，还加了小米椒和香菜醋。他们家杭椒猪肉 肉好嫩，推荐推荐。还有好几个牛肉都特别好吃，很嫩，莴苣土豆简直赞。香辣牛肉精简直是又麻又辣到位了。 ,0
213,挺好吃，就是总是断电，希望改进一下~ ,0
214,n次来这家火锅店！味道不错[强] 老板很热情[爱心] 香菜嫩好吃 ,2
215,味道还可以，菜分量还是比较足的，青菜还是比较新鲜的，米酒是比较喜欢的，因为我喜欢小汤圆，就是太辣了，味碟种类少了 ,2
216,位于光谷天地的工匠面包，百分百手工现做。 进店飘来浓浓的面包香，很是诱人。招牌每天限量的心太软，原味和抹茶味，口感绵软，奶油细腻，吃着完全不会觉得腻。蜜皮布里欧，陈皮口味的吐司，面包体比较湿润，里面有些陈皮夹心，这个季节吃起来比较清爽。下次试试红丝绒心太软[调皮] ,2
217,在光谷天地一处电梯附近，位置比较里面。 买了两份吐司，都是口碑前几名，面包比较松软，外皮属于很焦脆那种，里面的果干也颗粒很大，甜度也很合适， 蛋挞的分量很足，一勺子下去很香的鸡蛋味。 最后结账给了一个礼券红包，下次可以折扣现金。 ,2
218,我妹买回来给我吃的，选了推荐第一的心太软，跟她最爱的抹茶红豆。 抹茶我觉得有点太甜了，甜到忧伤，甚至有点苦涩，不嗜甜的小伙伴还是不太推荐[笑哭][笑哭][笑哭] 心太软不知道表面砖红色的粉末是什么，还蛮好吃的，面包体也非常柔软，就是我不喜欢吃中间的奶油，不过这是个人喜好啦。 ,0
210,环境优美，小清新设计风格，在地铁2号线悦心汇内，饮品精致，细腻，爱了。 ,2
221,用券很划算 ,2
222,2块钱团购的甜筒，味道很不错，甜甜的奶味。 ,2
222,他们家在私房菜这点上还是可以的，我经常过去吃！ ,2
223,"顺路会来吃一下的一家店,环境还好,这里的服务员挺好的,价格合适 ",2
224,味道很好，分量也很足哦！下次还会选她们家 ,2
225,"价格合理,地点在江堤路十二号附近。口味还好,服务到位,环境还算干净 ",2
226,老坛酸菜风味肉丝炒饭不错。值得搞 ,2
227,感觉做的还是没有杨泗庙的好吃。不过团购还是很划算的。虾子不是很大。还可以。中等个子。 ,0
228,味道环境都是比较满意的！ 下次有机会还会再来哦～ ,2
220,都是家常菜，价格实惠，下次再来。 ,2
221,「吃鸡双人餐」烤鸡符合我的口味，闻到就流口水?? 【印象】上菜快 菜品精致 文艺餐厅 ,2
222,店里面很干净，老板的人特别热情，老板娘人蛮漂亮！ ,2
222,今天走过来吃了，之前吃的都没评价，今天一起来评价了 ,0
223,长祥路路口，味道很好，三五人一起。 ,2
224,在这附近办事顺便过早，看到这里似乎人气很旺，看着环境也还不错，于是就选择在这边过早！环境好，食物就会... ,2
225,"昨天和同事一起去吃了这家店,地点在长丰大道高架中国建设银行旁附近。价格也不贵,服务一般般,小推黑米粥 ",0
226,价格实惠，服务热情，都是自家种的季节蔬菜，季节的野菜，特别推荐 ,2
227,家里不想开火的时候，在这家吃过几次，家常菜，味道可以，有几个菜，我在家做不出来。 ,0
228,是朋友带来的，价钱便宜，翡翠青虾仁还行。 ,2
220,菜品很好，价格实惠，昨天就该评论的，结果忘了 ,2
231,开了很多年，物美价廉 ,2
232,在单位附近，蛮好吃 ,2
232,还可以啊 ,0
233,感觉还不错吧，过年期间营业的餐厅不多了……所以好吃就可以的喽……嗯……要好吃……好吃的喽 ,2
234,不管是环境还是味道都棒棒哒！经常到她们家吃 ,2
235,很爱吃这家的腰花面，面里有糖心荷包蛋，青菜，腰花，腰花一点也不腥，味道很好。 ,2
236,"经济实惠性价比高,餐厅位于万松街街道万松园路233号附近。葱油花卷好看又好吃,店员挺亲切的,味道还不错,环境还可以,总体而言，我还蛮喜欢的一家店，推荐给大家 ",2
237,在万松园的马路上，店招还比较显眼的了，味道也还可以的了，价格我觉得是比较实惠的了，建议老板增加大众点评的团购套餐业务，那样会更有来消费的欲望，这家的肉包等分量还不错的了，可以来吃下，我是路过顺便来买的了 ,2
238,??搜罗到了一家新的咖啡馆 点一杯咖啡坐一下午 感觉成了一件快乐的事情????  等一个人咖啡馆是个有魅力的地方 背景音乐刚刚好 累了就望望窗外的风景 少了些压抑 多了点leisure的气氛 我真的好喜欢这种复古的装修，墙上有好多上世纪的小物件。随手拍都很有feel，感觉自己进了一家Vintage Store?? ,2
230,很喜欢吃他家的蛋糕，又新鲜又好吃。好评！ ,2
241,游客路过，东西死难吃，老板脾气差，态度差，厕所不让用，害我去一公里外的地铁才解决，奇葩 ,0
242,不错哦    [环境]非常好 [服务]蛮好的  嘻嘻嘻嘻嘻嘻 ,2
242,这家店在万松园附近，或者说在西北湖马路的边上，经常去玩儿的人都还是比较容易找到，门面比较大，经常有团购促销，菜品丰富，份量也足，味道还不错，比路边小店好多了，里面环境也不错干净整洁明亮，还有靠窗边的沙发，来吃过几次了挺好的 ,2
243,亲朋好友聚餐，因为知道要喝酒不开车只能找个离地铁站近，临时订三五醇花园没有订到，搜大众点评搜到这家，平时经常路过看到环境也很可以，服务员素质很高全程笑脸服务，也很积极（很多餐厅要喊几遍）菜品味道不错适合湖北人。 ,2
244,吃过最辣冒得其他味的川菜 ,0
245,总之吃在武汉没错啦，小龙虾真的超好吃，目前吃过最好吃的一家，没有之一。玩的话，也是顶级风景 ,2
246,巴里龙虾服务太差，一次性杯子里面脏的很，洗都洗不掉，之前打电话说不接受预定，去了现场说包间桌子已经订好了，不让坐，前后矛盾的说辞，服务人员自以为是，环境吵闹，不愉快！ ,0
247,又到龙虾季节了，和小伙伴们相约巴厘龙虾，这家的价格不便宜，但生意特别好，大概因为市口好吧，感觉比老店还火。虾依旧那么好吃，还有炒花甲也推荐 ,2
248,昨天一个人去吃的鱼片粥，我觉得还不错价格吧，我觉得应该算是适中的，22块一份，还蛮大一份的，服务态度也特别好，一到晚上生意还特别好，总体不错 ,2
240,被资深【美食家】同事推荐的店 离我们单位很近，下班大家就相约过去了！[调皮] 味道真心不错，好吃到还没来得及好好拍照，就已经被吃的差不多了[捂脸]，大家都太猛了！ 而且份量还很大，又很便宜！人均才26块！在万松园里，这么便宜的店真心不多啊！ ,2
251,好吃的，鸡蛋肠粉，燒鹅饭。 难吃的，瘦肉肠粉 一般的，滑鸡粥，粥的味道很好，就是鸡肉不好吃，那个味道，你们自己去尝，像过期的，我不喜欢。 说实话，老板收银的人，那个服务态度一点笑容都没有，面容不善。。。真不想去第二次 ,0
252,多少年只要到万松园都是烧烤牛肉饭班戟一条龙！ 哈哈哈哈哈哈哈哈哈  可惜不吃榴莲，一般都是陪人买榴莲班戟或者自己买芒果班戟。 看着这家店从大面积缩小，可想而知房租压力越来越大... 但愿它可以活得还不错并一直开下去[调皮] ,0
252,每次遇见榴莲就走不动道了，路过店门口就被气味吸引，点了网红芝士榴莲饼，等了大概21分钟，吃起来并没有想象那么好吃，不过也还算可以吧，价格有点点小贵 ,0
253,外面特别香，口感还可以，但是我更加喜，欢吃动物奶油。千层28块钱一个，但是真的是吃不到榴莲的味道了……榴莲味都没有了。 ,2
254,整体感觉不错  口味也很不错  我喜欢 ,2
255,不是第一次来了，味道还是那么好。 ,2
256,除了辣，没其他的味道，不知道怎么评价 ,0
257,点的外面， 感觉还是在店面吃会好吃一些吧。 ,2
258,小店啊，酒店附近的，看了没敢买，环境堪忧 ,0
250,刚上桌就开吃嘴巴烫到了，哈哈，可能是因为太饿了吧 ,0
261,很好吃，「至尊披萨」配上「布丁奶绿」一个人吃刚刚好 ,2
262,总听朋友说这家店，也路过过这家店，这次想吃意面就试试他们家。点了一份黑椒烤肠意面和椰果奶茶。意面装的... ,0
262,意面味道不错 服务的话一般 价格便宜 ,2
263,应该算是比较干净的馄饨，不过味道一般，平常工作餐可以吃吃 ,2
264,「招牌虾仁馄饨」伴随着店里里面好听的流行音乐，开始享受我今天的晚餐。还是一如既往的那个味道，来这住了三年了，基本上每天晚餐都来吃如意馄饨。 ,2
265,味道不错，环境也好，服务员是老爷爷老奶奶，但是非常贴心呢 ,2
266,??光谷步行街 ??这家店不在光谷步行街正中心那块，感觉有一点点难找，建议gps。 ??店铺有两层位置很大，装修还不错，比较古风的感觉。 ??锅底，清汤的没有什么味道，辣锅还满辣的。菜品比较新鲜，总体来说还可以。 ,0
267,火锅味道很好，服务真是坑爹，还有就是分量少，前台收银特别叼 ,0
268,想知道店里卖火锅底料嘛 ,1
260,感觉好久没有点外卖了??  中午饿得不行就点了这家的小碗菜，主要是为了凑单用优惠券，点了三个菜23，感觉还可以??  每个菜的分量还行，最喜欢千叶豆腐，虽然很油，但是配着饭一起吃挺不错的??  还有酸辣土豆丝和小炒生瓜也都不错，满意满意?? ,2
271,这家店在光谷步行街附近，感觉属于经济实惠类的小炒吧，在附近上班的开店的很多都会到了饭点来点外卖，菜的味道中规中矩吧，份量也还行一般，总体来说挺方便实惠的，会介绍给身边光谷的朋友的，希望多推出些特色菜品哈 ,2
272,点外卖  中午又不想出门，看见室友点的这家，尝了一下她的粉蒸肉味道不错，自己就也点了这个。  小炒包菜 颜色看起来很清淡，但是味道还是不错的，酸酸甜甜，还有微微辣，很喜欢  粉蒸肉 发现和室友点的不一样，然后发现小碗菜有好几家呢。我的这个偏甜一些，配菜是红薯??，感觉一般吧。 ,0
272,感觉这里不如以前了，无论是菜品口味还是服务都不想再去第二次 ,0
273,值得去，很好吃 ,2
274,垃圾！一点都不好吃 ,0
275,性价比很高的餐厅，经济实惠，而且卫生安全。经过这么长时间在勒里吃，还是要挺一下老板。鱼是必点菜，各种鱼。 ,2
276,酸菜鱼、土匪鱼、老鸭汤不错，作为川菜馆，鱼香肉丝和水煮肉片绝对过关！ ,2
277,价格一直很优惠，分量足，味道好，最重要的是吃得放心，油都是超市买的。馋嘴鱼和土匪鱼一定要尝尝，椒盐花菜也很有特色。 ,2
278,口味还可以，环境很舒适，服务不错，非常适合周末的愉快生活时光。尤其是今天我和男票在加班完后在这边休闲娱乐一下，看到老板娘用心手绘的菜单，和热爱生活的爱好，包括旅行，写字，画画，学习国学和家庭教育相关的内容，真的很有爱很有爱呐 ,2
270,咖啡好喝，芝士很新鲜很好吃她们自己做的，还有很多外面吃不到的小吃，三个老板娘还是个旅游爱好者，很喜欢... ,2
281,全部一般般，除了蛋糕特别难吃，小店，蛋糕感觉是隔夜的，我也就是在旁边吃烧烤，等位的时候坐了一下，打死不会再去 ,0
282,嗯嗯，很好，好喜欢，可以(⊙o⊙)哦，值得一试！ ,2
282,天热吃热干面不如米线，吹着空调，喝着冰豆浆，感受不到室外的热气，还可以用WiFi上网。 ,1
283,挺好的，美味实惠！好吃的呢。。 ,2
284,这家大隐隐于市的店，在武汉开了好多年了 汤不辣，调料也是老板秘制的，不用自己动手 没有特别火爆 一家安安静静的店 荤素都是7毛一串的店 牛肉真的超级好吃的 还有汤底也是很神奇，所有的青菜随便汤都还可以 安利给你们啦哈哈哈 ,2
285,味道很棒。。尤其是辣椒油！超级过瘾。不过不能吃辣的就微辣吧！中辣都是要掉眼泪的 ,2
286,朋友带我来吃的一家麻辣烫馆;;环境还不错装修的不错;很干净整洁的;这里的麻辣烫食物种类很多一串串的涮在锅里很不错;鱼豆腐，海带;粉丝;金针菇都很好吃;调料也不错麻酱;蒜汁;醋搭配在一起很好吃 ,2
287,第一次来，看大众点评上五颗星就来了，楼下就有小哥哥帮忙按电梯服务很到位，上来就有小姐姐带到桌子上，还有小哥哥帮忙点餐，菜品也上的很快，感觉非常不错，有位服务员小哥哥郑泽服务很到位，而且十点之后菜品是8.8折哦，喜欢的小仙女们可以来尝尝，非常不错！ ,2
288,食材分量很足很新鲜，特别是鸭血是鲜红的，跟滑豆腐一样特别嫩，三个人点了十二个菜还有很多没吃完，土豆和莴苣真的超薄，口感吹爆，麻辣牛肉一上桌还没来得及拍就下锅了，番茄汤加浓很鲜，汤底的玉米番茄金针姑超入味，汤真的好喝，还有免费的绿豆汤也超棒 ,2
