reviewid,reviewtext,sentiment
3441285,这里的步行街相当有特色，很多的建筑有西班牙的风情，相当的漂亮大气。这里很多的店埔，很热闹的商业区，人也特别的多，小吃和特色的餐厅也特别的多，我很喜欢来这里吃东西，不过已经口袋里的钱不够哇，总是想买很多东西，却，所以这里是很不错的地方，,1
3441305,这是为了纪念孙中山先生而建的，在里面有很多很好的风景。形态各异的古柏相传为辽时种植，迄今已逾千年。还有一株槐树与柏树相抱而生。称“槐柏合抱”，至今仍枝繁叶茂，蔚为奇观。孙中山先生铜像被隆重地矗立在公园门口。很大气的。,1
3952850,"武汉的动物园感觉一般,就和其他地方的动物园差不多,还是喜欢上海动物园.",0
3952881,"张公山寨还是很有历史意义的,风景也很好,还有农家乐呢,可以来度度假还是不错的.",1
3952923,"龟山公园感觉一般般,风景也就这样,没什么意思,下次不会再去了,有点忽悠人.",0
3952956,"武汉两江游览没什么意思,除了欣赏欣赏岸上的风景,就像上海外滩游览车差不多.",0
4049046,景点现场兑票时没有明显的标识，在询问了两个人后才完成兑换票的。建议在兑票处应该设置有明显的标牌指示，方便大家兑换。,0
4060256,售票处有明显的携程兑换处指引，在入口旁直接输入验证码即可打印门票，非常方便，不用排队，还有优惠。赞！,1
4131275,历史遗迹，历尽沧桑，建筑很老旧，尽显斑驳。现在很多时尚青年在这里开了很多个性十足的小店，店面也都很有创意，很多人会选择来这里参观，感受一下老武汉的生活环境和味道。周围有很多卖当地小吃的店铺。在这里一定要学会“过早”哦。,1
4131318,山势险峻，奇峰异石，乘缆车游览，美景尽收。,1
4132152,这里是很著名的美食街，每到夜幕降临这里便人声鼎沸，客人川流不息。这里汇聚了很多富有地方特色的美食、小吃，所以总是游客如织。,1
4132178,驾车前往，一处很自然的景区，景色宜人，很多历史遗迹值得参观，适合全家来此度假、休闲。,1
4132316,中国最著名的一条小商品批发街，曾经无比辉煌，但现在却是今非昔比，早已没有了往日的风采。不过这条街上有些地道的当地小吃还是很不错的。,1
4132362,很喜欢这里的环境和氛围，一座天然大氧吧，原生态的状态让我们暂时忘掉了生活中的烦恼和压力，尽情享受与大自然的亲密接触。,1
4132521,东湖，挺让我失望的，水不是多净，但是湖确实很大。,0
4133742,武大周边的交通真的堵得一塌糊涂，里面人也很多，要看樱花最好赶早去，8点前还免门票，樱花配合学校文化，感觉确实不一样。东湖的樱园也是一样情况，里面是花的海洋，很美很大，真的如身临画卷中。要去的赶紧去，盛开期快过了。,1
4135350,木兰天池的景致很美，老人和学生可以买特价票，是一个秀美的天然氧吧，另外这里春季的樱花也很漂亮,1
4137331,这里空气非常好，让人感觉到很舒服，很好的天然氧吧，值得去。,1
4140950,樱花繁多，但是人群熙攘。周末疯狂的拥挤。武大内有学生售卖代寄明信片，樱花果冻。各类卡通人物拍照，但是是要收费的！门口门票处可以拿到手绘地图，盖有纪念章。进入校园1元可坐校车到达。吃喝方便，就是比较拥挤。,1
4142244,每年都要去植物园，花、草、树、木在那静静的等着我们，一年四季都有不同的景致，值得我们再去,1
4142696,适合春游！带小朋友看看动物,1
4143644,里面项目很多，绿化很舒服，挺适合郊游,1
4146898,这里适合晨跑锻炼，环境十分舒适，绿化很好,1
4148216,这里有不少比较值得一看的优秀建筑，晚上的灯光景致不错，另外这里沿街也有不少酒吧和餐饮店铺。,1
4148823,周边环境不错的，交通很方便。,1
4150103,这里是淘小商品的好去处，种类丰富，价格比较实惠，另外这里也有不少服装、餐馆和特色小吃，能逛上一天,1
4150175,这里不错，花很好看，值得去,1
4155148,春季天气太好，植物园太多人了。网上携程购票方便快捷，验证码发的比较快，到植物园门口直接输入密码就可以。很方便很快，没有在人海中排队买票。园区的郁金香开的很美很美的，就是人太多了。很多人为了照相折损花枝，很可惜,0
4155157,郁金香的品种丰富，花色繁多。去的时候正值花期。另外温室里的兰花展也很不错。后面山坡上的桃花海棠开得正艳，风和日丽，家人小孩踏青的一次完美旅行。,1
4155222,订票拿票都非常方便，如果付款后短信跟进快一点更好！磨山的樱花比武大的好多了，值得一去！,1
4155269,购票体验愉快、快捷，园区百花齐放、百鸟争鸣，景色怡人，不一样的感觉，心情舒畅，休闲的好去处，以后还会去。,1
4159014,超级爽，免费，人超级多。,1
4159100,这里不玩门票，祈福的绝佳地方,1
4164444,阳春三月，磨山樱花如海，美不胜收！值得一去！,1
4165499,10月7日到九峰野生动物园取票，取票窗口标识明显，因为订的是两张成人票和优惠票，但窗口接待员称老人购票直接出示有效身份证件直接半价即24元一张，所以果断决定不用优惠票，成人票则取了，价格还是比较优惠的，好评。,1
4165510,我在武汉上大学的时候，专门去归元寺许了愿，很灵哟！那里是武汉唯一一块真正值得一去的古迹。最重要的是它拥有的文化气息。,1
4165516,自己已经去过磨山好几次了。每次来了亲戚朋友也都会带他们去武汉的景点游玩正好现在是樱花开放的季节天气也很不错对于不常运动的家庭主妇们还是有点吃不消，园内的景色很漂亮要去就乘这个时候是最好的，过了清明花也谢了就只能去爬山了,1
4165517,全家旅游，里面还可以，风景比较美，最主要的是全家一起去的，带点水果零食就是野炊了，哈哈,1
4165533,这里虽然景区不大景点不多，但超级经典。穿草鞋攀瀑布岩，居鸟巢挂草鞋，玩螳螂吃芦苇，最后下山的滑道，让孩子们乐道不已。我们也跟着沾光，感觉的确不错。除此之外，风景也特别美。更重要的是大家一起非常开心，游完出来吃饭又去了小溪与不知名的小山。,1
4166528,8.25.与朋友一起各带一个小孩游览了中国地质大学博物馆。交通比较方便，兑票也挺简单。里面值得看的东西很多，但6岁的小孩明显对地质结构和恐龙骨架的兴趣更大些，别的矿石类兴趣缺缺。更大些可能会对那些感兴趣，待他大点学了地理知识以后再来看。,1
4175872,这里很原生态，要有体力才觉得好玩，你想登山的话去那是个不错的选择,1
4177653,#求爱情解药#夏天去湖边荷花开的很美，沿湖路走一圈心旷神怡。,1
4576252,木兰湖在武汉市黄陂区塔耳岗乡，在木兰山风景区东部6公里处，风景秀丽，空气也特别好，适合周末远足,1
4576307,木兰清凉寨风景秀丽，空气也特别好，适合周末远足。。,1
4596626,这里风景不错，空气清新，在武钢附近能有这样一块绿地，很不容易,1
4603897,这是非常有趣的一次旅行，只是里面的人物有点少，做的还是比较逼真的,1
4606256,这里不错，就是人很多，小朋友们玩得很高兴，郁金香也挺美的,1
4608884,景色好,1
4613556,这么有名气的建筑，来武汉的外地人大多是要慕名前来的，景色也很不错，拍照留念的好地方，很不错的地方。,1
4616609,这边不好玩、吃的也和原来不一样了，虽然变高级了，但是不如原来,0
4622345,从武大后门出来就到了东湖边，景色还是不错的！武大学子真是太幸福了啊！,1
4627158,樱园和桃园不错，还有就是每到9月都会有武汉大学金秋文化节，书香韵味很浓。,1
4633465,网络订票方便快捷，省时省事。景区大门进口处有专门工作人员兑换成票据，直接走绿色通道。另有专门人员温馨提示：保存好票据，出门时候要检查票据的。植物园内部景色怡人，精致典雅。植物品质繁多，眼睛明显不够用了！孩子也很奋。五一期间主题是花的嫁纱，介绍的品种是兰花系列。都很好，就是没看够，下次再去吧！,1
4633545,木兰天池下山的路实在不敢恭维，设计了一处山洞，我今天走出山洞花了2个小时，到处是小孩子哭天喊地，全程也没有一个景区的管理员出来疏导。全靠游客自己挤下山，还好今天没有出事，不然后果不堪设想。以后估计不会再去木兰天池了。,0
4634528,这里风景不错，适合去游玩，而且免费,1
4639815,武汉超级值得去游玩的地方，不仅有各种稀有动物同时也相当于植物园公园，还有湖上划船，免费看动物表演，一天时间都能休闲度过，超级高的性价比，绝对开心。门票：20，学生：15，儿童10,1
4642106,武汉植物园花品种多，去过上海及广州的都比不上武汉的壮观,1
4642629,注意这里是森林动物园，这就意味着非常的大，有两个门进入，空气非常新鲜，动物的品种也挺全的。,1
5073098,初次来武汉，墨水湖必去，别说武汉是江城，我认为武汉是湖城！,1
5074417,4月底去的，樱花已经谢了，但依然觉得非常不错，很有特色和年代感的建筑和樱树错落有致，很有感觉。可以感受樱花开放的那份美好。,1
5080078,五一前后去中山公园可以赶上那时郁金香开放的时候，各种颜色的郁金香真的好美。,1
5082235,不同的船不同的价位，有些可以喝茶，有些可以吃饭，还有讲解，可以根据自己的需求选择,1
5082251,很多种类的植物，每个季节去都有不同的花盛开，适合晨练，门票也不贵,1
5082268,动物园内动物种类很多，有各种各样的动物，可以乘坐猛兽游览车近距离观赏猛兽，也可以给动物喂食，还会有动物表演节目，总的来说是蛮有意思的。,1
5091125,武汉动物园里面养了很多很多的动物，当时也是第一次去动物园，拍了好多的照片，还可以看到各种动物的表演和和动物很近距离的接触。,1
5102249,这里一般般吧，只有一个感想，武汉不管哪里，人都很多！,1
5104700,这里是江边的一个公园，有码头可以乘坐客船过江，江堤很长很宽阔，景色非常漂亮，江滩出口的街道两边酒吧很多，晚上热闹异常。,1
5104735,公园锻炼的市民很多，因为环境好来的人较多，这里空气非常清新，让人有曲径通幽的感觉。,1
5105402,周一闭馆要了解，馆内有义务讲解员，要咨询时间。馆址绝佳，东湖边，因此空气也清爽。楚文化展馆、梁庄王墓展馆、曾侯乙墓展馆精彩纷呈，重量级展品目不暇接，重器自然是编钟，青铜器也是绝妙精彩。,1
5107427,这里环境非常好，距离住的酒店很方便，是值得游玩的地方,1
5107457,这里是我很喜欢去的一个地方，像上海的外滩，非常喜欢,1
5108505,昙华林是武汉的老街区之一了，名气还是挺大的，有机会可以去看看,1
5111354,这里山青水秀，适合度假的好去出，只是带着小孩子建议不要爬山，要回到目的地这的很远，累人得很！,1
5112792,东湖很大，如果想刺激建议租快艇，如果想浪漫点，可以租个小皮艇慢慢晃、悠哉悠哉！水质还是不错，夏天带上泳衣可以直接进去游泳,1
5114165,森林公园很大，班级组织在这里面野炊过一次，里面可以租借烤炉和煤炭，大家一起动手烧烤，然后在湖中划船，一天玩的非常开心。,1
5127992,古德寺被列入武汉市江岸十大景观，是一座极具特色的禅宗建筑。终于到了古德寺，进门要买香火钱，小香是8块钱，给你3支香。在雨中漫步古德寺，它独特的建筑风格很是令人印象深刻。,1
5137352,这里有各种批发，感觉什么那都有卖的，人特别的多。,1
5137698,进去是吓了一跳，里面的蜡人真的是，实在是太想了，里面也有太多的，我喜欢的名人。,1
5137871,这里绿化比中山公园要好一些，大气一些，旁边也很干净，还有武汉天地，是踏青的好地方,1
5139829,江滩应该再修缮一下，虽然这边景色很好，但是每次去都感觉不干净，附近公园里面也是蛮多垃圾,0
5147200,这里陈列内容较多。布局不错。可带孩子参观学习。千万别等开放日，人太多。,1
5148486,这里环境好适合约会，因为还有游乐场，带小朋友去也很不错噢。,1
5150227,归元寺风景还可以，第一次去的时候买了个石头花费一百多、后来觉得很不直，估计是被里面小商贩给骗了。,0
5154263,每年都会去一次，每次都有不同的风景，春天可以看山茶，夏天各种荷花，睡莲，秋天菊花也不错，就是冬天没去过呀～,1
5154339,风景优美，景色宜人，还有野外cs可以打，适合很多朋友一起去玩～,1
5158878,这里是购物的天堂，吃货的天地。周边大学、商铺较多，五花八门都有，比较适合年轻一代。就是人有点多。,1
5159265,很适合逛街的地方，还有很多吃的东西，凉粉不错！适合情侣游玩！,1
5160331,超合适购物，,1
5160687,这是逛街的好地方，吃的或者购物比较好，当然人也比较的多，衣服也相当不便宜，偶尔没事去逛逛散散心到蛮好,1
5162278,这里是很好的地方，非常值得一去，学到很多知识，了解武汉还有这样的历史,1
5165876,这里很漂亮，地方不远，人不是很多，是个可以去看看的地方。,1
5167430,这里不好玩，来这里很多都是吃饭的。如果你吃斋念佛来这里也不错,0
5174966,景点在青年路那里，免费的，里面有很多时期的各种文物，包括古代瓷器、三寸金莲鞋、民国美女画等，可以去参观一下,1
5177844,非常有韵味的一条小街，里面的老建筑很多，教堂，医院，学校，在里面有一些卖小工艺品的店面，可以逛逛,1
5197759,这里适合放松思考，绿化很好，不喧嚣，人为痕迹不重。,1
5204800,木兰天池，风景很美，过去的时候不是假期，人还不算多。不过还是有很多人。处处有山石，景色迷人，水非常清澈。小瀑布就是惊喜，总之，适合娴静游玩,1
5235495,这里景色非常漂亮，夜景更好看！建议随时关注武大公号，一般四月初来比较合适。,1
5236586,江汉路步行街是武汉的中心商业圈，好多购物的地方，好大的商场，类似美邦那些牌子的商场好大的，比上海都大，建筑都是民国风，价格也挺便宜的,1
5248018,本以为六一人会很多，还好整个行程下来不拥挤，山涧小道很清凉，王府的互动表演也很不错。,1
5304962,这里樱花开的时候特美，反正值得来看。而且每年樱花节好多人来呢。,1
5307609,洗澡的地方非常棒～是玩过的水上乐园比较好的了～里面也很好玩呀,1
5346687,这里景色好好。离江边很近。很适合散步，观光，空气新鲜，很不错。,1
5348294,这里周边交通不便，餐饮配套不好，公交车不多啊,0
5409423,很优美的风景，就是走路有点累，但空气很清新。,1
5411389,有山有水，山水融于一体，风景如画，浓郁的楚文化尽显这座城市的文化蕴底！,1
5411449,这里有很逼真的蜡像，有很多世界名人，可以和他们去拍拍照！,1
5422687,江两边的景灯基本都是黑的，是在节约用电吗？,0
5424606,武汉比较有特色的地方，这里景色好，晚上更有韵味,1
5425055,免费的风景公园，尤其适合夏天傍晚，迎着江风散步，附近有各种酒吧。周末带孩子玩也是好去处,1
5427677,总体非常好可以来试试，楚河汉街又比较近还可以玩别的，很好,1
5436640,这里不好，又脏又臭。地区偏远，没有私家车很不好去。,0
5945881,中国最美的大学校园之一。武大的樱花加上校园的人文氛围，别具一格！,1
5947026,一个很大的批发市场！有很多东西都可以去这个地方买！值得去,1
5963061,热闹的五百米路程。两侧商店林立。霓虹灯耀眼夜空。品牌专卖店都为两层楼面。男生女生各有索取。不错。,1
5975837,周末，大家伙去那，都去宝通寺吧，真心是个好地方。,1
6477290,这里夏天太晒，绿化还行，没什么玩的，就一大广场,0
6483382,这个时间去没什么好看的，荷花池还有点景色，其他的都不是季节。不过风还是大，坐在湖边小憩片刻，不错。出来的时候，往前走了二百米有个翠竹园餐厅，却是意外收获，景色靓，价格实惠。,1
6492547,风景很美还蛮好玩的家庭去情侣去都很适合,1
6495829,这是在汉街上的蜡像馆，人很多的，里面的明星都做的很逼真，拍照很好玩。,1
6500835,很多好吃的武汉人都知道宵夜要去吉庆街现在翻新了还有艺人卖艺很好玩,1
6505184,很喜欢这个地方，开车也不会太累风景很优美可以在这里放松心情,1
6509007,香火蛮旺的罗汉堂的500尊罗汉要一尊尊数过去，和自己年纪一样的那尊可以去解签蛮有意思的,1
6631248,这里是最美的大学，每一处景物都是精心设计，没有平坦的一望无际的复制马路，每一处拐弯每一个陡坡都是另一个新的世界,1
6633403,免费公园，里面的游乐设施有点贵，但是只是走走的话很不错，很适合休闲，带孩子或者老人过来的很多，在市中心地区有这么一个公园还是很好的,1
7989243,景色美放松好去处，还会再去，便宜一点就更好,1
9623645,这里景色景点很不错哦，有一定的运动量。很时候休闲加锻炼呢,1
9805225,景点全免费，有一些小朋友的游乐设施需自费。绿化很不错！,1
10560246,真是个不错的好地方，值得一去。,1
10715527,景色非常令人喜欢，游船也很值得，闹中取静难得的风水宝地。,1
10715551,什么都要排队很久，太多人，没意思，不会再去的地方,0
10716573,东湖湖面很宽阔，大片的荷塘，远望红花绿叶微微摇曳，沿岸漫步，曲径幽幽，树木茂密参天，令人心旷神怡！,1
10717747,小孩子来玩很开心，适合家庭为单位来游玩，动物很可爱,1
10722313,青山公园，在绿茵广场里面，有樱花园梅园荷花园，一年四季各种植物品种丰富，环境清幽，是闲暇时很适合游览玩耍的地方！,1
10732439,晚上常来，城市的氧吧！很不错的休闲的地方，方便周围们的居民,1
10734052,这里是武汉文艺青年聚集地，很有特色！每天都有各地游人或摄影爱好者在此流连！,1
10750728,确实很好．我很喜欢值得一去,1
10759430,武大不愧是名校，仅仅一个工学部，就让我大开眼界不多说好！,1
10764217,这个博物馆在武汉那么多博物馆中属于高大上的。凭借身份证可免费换票子。里面面积非常大的。慢慢欣赏了解，可以半天时间来看完。建议大家去看看。,1
10769763,在武广对面，位置很好，来武汉第一个住的地方，给我惊艳的感觉，推荐,1
10779558,风景确实不错，花草树木很多很奇特，玩的项目也挺多，但是太商业化了，以前很多项目小孩子不要钱，现在都变了，很多都是要钱的，觉得特不划算,0
10795695,这里车较多，道路窄。,0
10799093,山上的雾气很重，远远看上去，云雾缭绕，非常的美丽，而且杜鹃花开的时候去看，更漂亮,1
10799218,免费，很大，自然环境好，人比中山公园少点，情侣好去处,1
10805648,在汉阳区，是武汉最知名的寺院之一。里面最有特色的是500尊金身罗汉，惟妙惟肖，建议大家不要在寺院中拍照哦，因此就不上图了。香火很旺的，请愿灵验的。,1
10819485,江滩的夜景最美了，第一次来武汉的盆友建议一定要去哦。很有特色的。华灯初上，欣赏这座城，最美不过了。,1
10819627,周末休闲的好去处，空气很好，绿化也不错。很安静。,1
10857453,经典的樱顶老建筑群，满校园数以千计的植物种类，珞珈山动植物园的笑称，加上青春活力的俊男靓女。在非樱花节期间免费，樱花节期间门票一般15，满路白色粉色樱花数不胜数，落英缤纷。绝对令你不虚此行。,1
10858660,这里是休闲的好去处，游玩的好地方，交通方便，闹中取静，方便好玩,1
10860075,这里不错，值得一去，汉口火车站旁，交通方便!,1
10861337,这里完全没有老汉口特色了，价格也不码头平民化。,0
10876014,归元寺是游客必到的一个地方，与众不同的是庙门上方“归元寺”三个字是竖直写的，里面500罗汉堂比较有名，雕的也好，抽签算命盛行。,1
10879838,景点不错。想起学校时光了，很回味。,1
10882601,三年前回武汉去的，以后就没有机会去，是一个天然溶洞，在灯光的照射下钟乳石千姿百态，丰富多彩。钟乳、石笋或悬或挂，或拔地突兀。洞壁溶岩如慢如帐，洞内怪石蹲伏，景观非常漂亮，我那天还上山了虽然很累，站在山上看山下心旷神怡,1
10882777,"跟朋友们商量了很久，终于决定在10月1号去趟武汉，所以就趁着高铁票一发售，就立即买。早就听说花世界不错,,石榴花开得很漂亮，这里不同季节有不同花，感觉真得挺好，有山有水，有吃有玩，让我陶醉。",1
10900974,武大的早期建筑值得一看，推荐樱花节时去，古朴的建筑群、樱花、美食，挡不住的诱惑哦！,1
