reviewid,reviewtext,sentiment
3274685,宝通禅寺历来是皇家寺院，这是武汉寺院中非常独特的一点。也正因为如此，它的寺院建筑都和北京故宫的建筑非常类似。宝通寺的宝塔想爬上去真是不容易，绝对手脚并用，台阶高陡窄，只容许一人通过。绝对难忘的体验。,0
3278632,景色很漂亮，深山幽谷。小溪涓涓，绕溪而行，春夏秋各有一番滋味,1
3278914,这是很有情调的小街，阳光明媚的时候去喝茶逛街真的是太完美了，很多有趣的东西汇聚在这里，不过知道这个地方的人貌似不是很多，所以在这里，往来的人也不是显得特别多，没有很多拥挤的现象，这样让整个人都很自在！现在在武汉坐地铁2号线，到螃蟹甲下，走一小段就可以到！到武汉的游客真的值得去看看，可以感受不一样的风情！,1
3306286,爬山，大人孩子有点累，但是比起武汉的空气，木兰山是好的没话说！值得一去,0
3321161,昙华林艺术气氛浓厚，已成为武汉的文青必去之地了，逛逛小街，看看小店，然后找个咖啡馆坐下来享受悠闲时光，很惬意的,1
3321325,小时候的春游圣地啊。来到东湖，怎么能不去趟磨山呢？,1
3331239,没有正式门票，是以发票替代的；山上很是荒凉，几乎没有任何服务性项目，几个主要的景点几乎完全废弃……,0
3347457,这里山清水秀，适合野炊,1
3355745,景点名气大！人多！还有居士过来指点迷津！,1
3362160,预定非常方便。兑票也很方便，就是停车居然要收十块钱。哎，大过年的，算了。儿童票在售票点买是40元。便宜两块。,0
3362635,特别漂亮、景致的古德寺，还是免费参观的，走进古德寺，特别有一种历史穿越的感觉。,1
3368072,这里集中了50多幢百年以上的老建筑，有以前的衙门，总督府，也有以前的教堂和学校，现在，这里是吸引文艺青年的地方。,0
3368125,寺庙隐藏在城市的高楼大厦之间，显得很清静，而这座寺庙却又是非常的不一般，这是汉传佛教中唯一的具有浓郁的异域风格的建筑特色的佛教建筑，其历史价值难以估量。,0
3368963,植物园很大，植物种类非常多，不管什么季节去都能欣赏到不同的风景。可以乘坐旅游线路402直达哦，交通还是很方便的,1
3369254,这里是中国历史上第一座能够通火车的桥梁，大桥一段连着龟山，另一端和司门口户部巷项链，徒步走过大桥看看滚滚长江水东流而下，气势磅礴。,1
3375555,没到三月份，人山人海都到这里看美丽的樱花。可惜我去的那年花开早了，人去玩了。站在树下只能看着光秃秃的树枝，不时小的小雨点滴在脸上。心里郁闷的想着，机票白买了。。。。。。。,0
3376268,作为省级博物馆来说，还是很不错的，里面的东西有不少，适合各个年龄层来看的，不过现在要不是免费，估计来看的人也不会太多,0
3389412,木兰天池离武汉市里很近，可以当天去当天回，这里的风光特点与九寨沟有诸多相似之处，它是由“浪漫山水”、“高峡人家”和“森林公园”三大主题景园构成，天然的风景令人惊艳。,1
3389417,武汉植物园在东湖附近，占地面积很大，里面有很多品种，进了植物园，呼吸着新鲜的空气，感觉处处都弥漫着大自然的味道，十分惬意。,1
3389436,节假日及传统节日寺庙的香火很旺盛，归元寺是一个很大的寺庙，是佛教圣地，但烧香的价格很贵，不过多数人以此为信仰，也并不在乎钱的多少，但建议要酌情考虑。,1
3390233,这里是武汉颇具规模的寺庙之一。也是武汉香火很旺盛的寺庙之一。每到逢年过节，里面的香客络绎不绝地来来往往。是一处颇具人文特色的景点。,1
3390420,这里位于武汉市市北区，号称“亚洲第一大江滩”距离江汉路步行街的距离不远，可以沿着江畔散步，也可以眺望对岸的黄鹤楼，颇有趣味。,1
3406664,湖北省博中精品超多，简直累死眼球，拍死相机，我去得那天拍光了相机的电~~~接着再拍光手机的电~~~无奈之下方才作罢……所以，喜欢看的人多带备电吧……,0
3409058,这块最大的步行街了，都是适合年青人的大众产品，除了山寨的建筑没啥看头！,0
3409831,东湖是来武汉必须要去的一个景点，尤其实在秋天，租个自行车骑行来这里，然后划个小船吹个微风，十分惬意。,1
3424746,这里有着浓厚的历史浑厚感！不觉肃然起敬！,1
3426468,可以和明星合影哦，有点意思。,0
3427704,我最爱逛的街，类似广州的北京路步行街，就是没啥好吃的，要坐船到对面的户部巷才有得吃。,0
3427878,晴川阁气势恢宏，虽然新修复的，但登上阁去可以一览滚滚长江东逝水，还有对面的黄鹤楼，感觉很不错。,1
3430560,坐落汉阳龟山之上，与黄鹤楼隔江相对。幽静清闲，可以看到龟山电视塔。有时间就可以去逛逛！,1
3434163,武汉市博物馆在火车站附近，没有省博物馆那么大，但是里面荆楚文化的部分很不错,1
3434181,宝通禅寺是依山而建的，晚上有灯蛮漂亮的，寺庙祈福的地方,1
3434189,大禹神话园里面有雕像看，还能看到长江大桥,1
3434328,杜莎夫人蜡像馆比上海的小，这种景点就是和假的明星照相，个人不太喜欢，还是喜欢自然的景点多些。,0
3434641,门口标示不很清楚，走过了，里面动物太少了，最多有10几种动物，而且每种就那么一两只，除了狮子老虎比动物园多点，门票却比动物园贵多了，坐车看狮子老虎就是走过场，还20，以前动物园有的时候才7块钱，里面不止一个人说来一次不会来第二次，设施都比较陈旧，什么亲子，农耕都是闹眼子,0
3435338,整体满意，对兰花温室印象尤其深刻。面积也大，适合暖和天气，全家出游。,1
3437271,整体来说木兰天池还达不到4A级景区的标准，指示牌太少，缺乏旅游文化。,0
3441257,很有小资情调的地方，一本书，一本咖啡，在沿街的店埔店品偿，这里还有个文华书院，文华书院，由美国圣公会创办于1871年10月20日武昌，初为男童寄宿学校，名叫文惠廉纪念学堂，中文校名为文华书院，英文名BooneMemorialSchool。,1
3441277,我是文史类的研究生，所以对博物馆都特别的有兴趣，我喜欢研究古代的历史，以及各种的工具，书籍，然后进行归类对比，而且武汉省级博物馆也特别的大，东西藏品特别的多，而且是免费的参观，看的人也特别的多，我觉的来这里可以学习知识，对自身是一个能力的提高,1
3441285,这里的步行街相当有特色，很多的建筑有西班牙的风情，相当的漂亮大气。这里很多的店埔，很热闹的商业区，人也特别的多，小吃和特色的餐厅也特别的多，我很喜欢来这里吃东西，不过已经口袋里的钱不够哇，总是想买很多东西，却，所以这里是很不错的地方，,1
3441305,这是为了纪念孙中山先生而建的，在里面有很多很好的风景。形态各异的古柏相传为辽时种植，迄今已逾千年。还有一株槐树与柏树相抱而生。称“槐柏合抱”，至今仍枝繁叶茂，蔚为奇观。孙中山先生铜像被隆重地矗立在公园门口。很大气的。,1
3952850,"武汉的动物园感觉一般,就和其他地方的动物园差不多,还是喜欢上海动物园.",0
3952881,"张公山寨还是很有历史意义的,风景也很好,还有农家乐呢,可以来度度假还是不错的.",1
3952923,"龟山公园感觉一般般,风景也就这样,没什么意思,下次不会再去了,有点忽悠人.",0
3952956,"武汉两江游览没什么意思,除了欣赏欣赏岸上的风景,就像上海外滩游览车差不多.",0
3952958,"第一次去木兰湖,觉得好大,不过人很少,里面还有鸟,不过不是很多,算比较原生态吧.",0
4049046,景点现场兑票时没有明显的标识，在询问了两个人后才完成兑换票的。建议在兑票处应该设置有明显的标牌指示，方便大家兑换。,0
4060256,售票处有明显的携程兑换处指引，在入口旁直接输入验证码即可打印门票，非常方便，不用排队，还有优惠。赞！,1
4131275,历史遗迹，历尽沧桑，建筑很老旧，尽显斑驳。现在很多时尚青年在这里开了很多个性十足的小店，店面也都很有创意，很多人会选择来这里参观，感受一下老武汉的生活环境和味道。周围有很多卖当地小吃的店铺。在这里一定要学会“过早”哦。,1
4131318,山势险峻，奇峰异石，乘缆车游览，美景尽收。,1
4131440,完全是一种混搭的感觉，不过很好玩，在这里能够感受到世界各国的建筑、美食等，很有时尚感和流行元素，吃、喝、玩、乐一站解决。,0
4132152,这里是很著名的美食街，每到夜幕降临这里便人声鼎沸，客人川流不息。这里汇聚了很多富有地方特色的美食、小吃，所以总是游客如织。,1
4132178,驾车前往，一处很自然的景区，景色宜人，很多历史遗迹值得参观，适合全家来此度假、休闲。,1
4132316,中国最著名的一条小商品批发街，曾经无比辉煌，但现在却是今非昔比，早已没有了往日的风采。不过这条街上有些地道的当地小吃还是很不错的。,1
4132362,很喜欢这里的环境和氛围，一座天然大氧吧，原生态的状态让我们暂时忘掉了生活中的烦恼和压力，尽情享受与大自然的亲密接触。,1
4132521,东湖，挺让我失望的，水不是多净，但是湖确实很大。,0
4133742,武大周边的交通真的堵得一塌糊涂，里面人也很多，要看樱花最好赶早去，8点前还免门票，樱花配合学校文化，感觉确实不一样。东湖的樱园也是一样情况，里面是花的海洋，很美很大，真的如身临画卷中。要去的赶紧去，盛开期快过了。,1
4135350,木兰天池的景致很美，老人和学生可以买特价票，是一个秀美的天然氧吧，另外这里春季的樱花也很漂亮,1
4137331,这里空气非常好，让人感觉到很舒服，很好的天然氧吧，值得去。,1
4140950,樱花繁多，但是人群熙攘。周末疯狂的拥挤。武大内有学生售卖代寄明信片，樱花果冻。各类卡通人物拍照，但是是要收费的！门口门票处可以拿到手绘地图，盖有纪念章。进入校园1元可坐校车到达。吃喝方便，就是比较拥挤。,1
4142244,每年都要去植物园，花、草、树、木在那静静的等着我们，一年四季都有不同的景致，值得我们再去,1
4142696,适合春游！带小朋友看看动物,1
4143644,里面项目很多，绿化很舒服，挺适合郊游,1
4144218,武汉这样的城市有座湿地公园还真是不容易，我是3月下旬带儿子去的，有点失望，没什么可看的，湖里没景，路上没景。。也许跟在建设中有关吧，散散步还行，逛个个把小时差不多吧。。,0
4144860,人太多&#x0A;没有百货&#x0A;比较失望,0
4146898,这里适合晨跑锻炼，环境十分舒适，绿化很好,1
4148216,这里有不少比较值得一看的优秀建筑，晚上的灯光景致不错，另外这里沿街也有不少酒吧和餐饮店铺。,1
4148823,周边环境不错的，交通很方便。,1
4150103,这里是淘小商品的好去处，种类丰富，价格比较实惠，另外这里也有不少服装、餐馆和特色小吃，能逛上一天,1
4150175,这里不错，花很好看，值得去,1
4150289,真心来祈求，今年顺顺利利，平平安安，健健康康！&#x0A;归元寺是武汉有名的一处，无论来自哪，在这我们都能祈求今生的愿望！,0
4151622,风景不错，位置比较偏，坐差差不多两个小时的公交才到~~~~&#x0A;虽然是星期四，人一样很多。。。&#x0A;去的那天26度，有点小热。。。&#x0A;园区没有规划好，有好多地方都没有开发，浪费了。。。&#x0A;门口的东西，贵得要屎~~~~建议自带干粮~,0
4155148,春季天气太好，植物园太多人了。网上携程购票方便快捷，验证码发的比较快，到植物园门口直接输入密码就可以。很方便很快，没有在人海中排队买票。园区的郁金香开的很美很美的，就是人太多了。很多人为了照相折损花枝，很可惜,0
4155157,郁金香的品种丰富，花色繁多。去的时候正值花期。另外温室里的兰花展也很不错。后面山坡上的桃花海棠开得正艳，风和日丽，家人小孩踏青的一次完美旅行。,1
4155222,订票拿票都非常方便，如果付款后短信跟进快一点更好！磨山的樱花比武大的好多了，值得一去！,1
4155269,购票体验愉快、快捷，园区百花齐放、百鸟争鸣，景色怡人，不一样的感觉，心情舒畅，休闲的好去处，以后还会去。,1
4158989,门票有点贵，里面的蜡像也不是很多,0
4159001,门票不贵环境还不错满意,0
4159014,超级爽，免费，人超级多。,1
4159100,这里不玩门票，祈福的绝佳地方,1
4160415,磨山景区非常不错，其实分为两部分，一方面是自然的，比如樱园。另一部分是楚文化，包括楚天台，楚城，楚市，楚名人园等，非常不错，楚天台还有编钟表演。不过千万别从东门出去，出去走很远都没有车，我走了很久才在一个很荒凉的地方找到公交车，中间前不着村，打车都打不到，别说公交了。,0
4160453,说实话，景点很小，18元的票价不值得；优点就是离市区较近，交通方便。很多周边的人根本就不需要购票就可以进入。里面有个枪械展区，带小孩子看看还是值得！,0
4160459,昨天晚上才赶着买的3张票，本来打算今天早点去玩的，免得去晚了人太多，可是后来一看景点开放时间是早上9点菜开始，所以，还是9点多才到，换票很方便，也很快。果然不出所料，武大里面来看樱花的人确实很多，人山人海，带着宝宝，幸好带了推车，走了很多路，成片的花海，不错！,0
4161994,恰逢清明节，人很多，取票等船都排了很长时间，在外围还有类似美食节的东西，到现在都是回味无穷。&#x0D;&#x0A;我们4月6日去的，没有看到会船节的开幕式，但是看到他们的彩排表演了，非常精彩，可以想象，开幕式的当天该是怎样一副无法用语言形容的景象！！！&#x0D;&#x0A;溱潼湿地，看到很多珍惜植物和高科技演示的类似壁画样的东西，真是感叹，大千世界，无奇不有，那精彩的一幕幕，是无法用相机或者手机定格的，只能心里想想，漫步于其中，仿佛和大自然融为一体了！&#x0D;&#x0A;溱潼湿地里面还有探险乐园，女儿，包括我和老公，都玩得不亦乐乎！&#x0D;&#x0A;古镇不大，但也可值一看,0
4163450,前一天晚上订的三票，早上收到的二维码短信，8点出发（公交413直达终点）9点就到南门了，下一楼取票（方便、快捷).&#x0D;&#x0A;早上圆内游人不是太多，天气很凉爽，就是点有雾（美中不足）。&#x0D;&#x0A;景色很怡人，乌语花香，春意盎然，樱花圆里粉白色的最美，游人纷纷在此留影。游乐场传出孩子们的欢歌笑语。中午12点从南门出来乘车回家（游玩了整圆）。,0
4163451,去了之后很多人排队，售票员要我去确认，确认完之后再去售票厅，售票员说他们没有70元的票，没有网上专门的票，说自己是帮忙的，要我去另外一边排队（另一边的队伍超长！之前也排了一段时间，才又开的一个窗口）反正最后是解决了。进去之后都是庙，烧的香很呛人~总的来说，木兰山没有天池好。,0
4163788,来寺院里，首先心境要平静，现在绝大多数寺院都为禅宗。禅是梵语“禅那”的音译，为“静坐思维的方法，以期彻悟自心。”,0
4164444,阳春三月，磨山樱花如海，美不胜收！值得一去！,1
4165499,10月7日到九峰野生动物园取票，取票窗口标识明显，因为订的是两张成人票和优惠票，但窗口接待员称老人购票直接出示有效身份证件直接半价即24元一张，所以果断决定不用优惠票，成人票则取了，价格还是比较优惠的，好评。,1
4165510,我在武汉上大学的时候，专门去归元寺许了愿，很灵哟！那里是武汉唯一一块真正值得一去的古迹。最重要的是它拥有的文化气息。,1
4165516,自己已经去过磨山好几次了。每次来了亲戚朋友也都会带他们去武汉的景点游玩正好现在是樱花开放的季节天气也很不错对于不常运动的家庭主妇们还是有点吃不消，园内的景色很漂亮要去就乘这个时候是最好的，过了清明花也谢了就只能去爬山了,1
4165517,全家旅游，里面还可以，风景比较美，最主要的是全家一起去的，带点水果零食就是野炊了，哈哈,1
4165533,这里虽然景区不大景点不多，但超级经典。穿草鞋攀瀑布岩，居鸟巢挂草鞋，玩螳螂吃芦苇，最后下山的滑道，让孩子们乐道不已。我们也跟着沾光，感觉的确不错。除此之外，风景也特别美。更重要的是大家一起非常开心，游完出来吃饭又去了小溪与不知名的小山。,1
4166528,8.25.与朋友一起各带一个小孩游览了中国地质大学博物馆。交通比较方便，兑票也挺简单。里面值得看的东西很多，但6岁的小孩明显对地质结构和恐龙骨架的兴趣更大些，别的矿石类兴趣缺缺。更大些可能会对那些感兴趣，待他大点学了地理知识以后再来看。,1
4166541,"一进去景区，就去坐船了，下了船之后看到，里面的设施有些陈旧了，差不多在外面都可以玩到的，而且一般都是按5，10，15,20元收费的。除了真人cs比较贵点，好像6.70吧。本来过去是想烧烤的，结果没有食材卖，只有租的烧烤架和烤碳，佐料。这个季节橘子树上没有橘子摘，结果去了没多久就回去了。总体还行把",0
4166904,感觉特别好，又能欣赏美丽的风景，还能玩的有惊险又刺激，挺好的！我觉得特别适合春游。天气好的时候，约上几个好友（关键是要跟对队伍），又能爬爬山，然后欣赏特别美得风景，还有划索道，坐游船，走钢丝....起先的时候会觉得娱乐设施比较少，但是真正玩起来会觉得刚刚好，又不会很累。最遗憾的是没有了骑马的项目。那么大片草原有点可惜。不过可以坐在草地上玩玩游戏什么的，也还不错。,0
4175722,杜莎夫人蜡像馆从价位上来说是比较高的，大概浏览照相一个小时到一个半小时能逛完吧，人太多是硬伤。,0
4175872,这里很原生态，要有体力才觉得好玩，你想登山的话去那是个不错的选择,1
4177653,#求爱情解药#夏天去湖边荷花开的很美，沿湖路走一圈心旷神怡。,1
4576252,木兰湖在武汉市黄陂区塔耳岗乡，在木兰山风景区东部6公里处，风景秀丽，空气也特别好，适合周末远足,1
4576307,木兰清凉寨风景秀丽，空气也特别好，适合周末远足。。,1
4594905,昙华林是武汉闹市里一个十分文艺十分宁谧的小巢穴，各个精致的小店，午后温暖的阳光，一杯凉饮，翻看着许多年前的杂志，十分惬意，美中不足的就是昙华林实在太小了，加上逛店，喝咖啡，两个小时足已。,0
4596466,这次出来收获不小！不知道什么时候能再来。,0
4596626,这里风景不错，空气清新，在武钢附近能有这样一块绿地，很不容易,1
4603897,这是非常有趣的一次旅行，只是里面的人物有点少，做的还是比较逼真的,1
4606256,这里不错，就是人很多，小朋友们玩得很高兴，郁金香也挺美的,1
4608884,景色好,1
4613350,索道上山，滑道下山，玩的还行，玩主要是心情,0
4613556,这么有名气的建筑，来武汉的外地人大多是要慕名前来的，景色也很不错，拍照留念的好地方，很不错的地方。,1
4616609,这边不好玩、吃的也和原来不一样了，虽然变高级了，但是不如原来,0
4620581,门票不要钱，但是要排队取票，所以要早些去，走走看看蛮好的！,0
4622345,从武大后门出来就到了东湖边，景色还是不错的！武大学子真是太幸福了啊！,1
4625400,那次去的时候学校大门在重修，没有看到霸气的门头，秋天去的，所以没什么特别的景色。,0
4625712,从上面坐电梯下来的，花了2块钱呢，不过这里比较阴暗。,0
4627158,樱园和桃园不错，还有就是每到9月都会有武汉大学金秋文化节，书香韵味很浓。,1
4633465,网络订票方便快捷，省时省事。景区大门进口处有专门工作人员兑换成票据，直接走绿色通道。另有专门人员温馨提示：保存好票据，出门时候要检查票据的。植物园内部景色怡人，精致典雅。植物品质繁多，眼睛明显不够用了！孩子也很奋。五一期间主题是花的嫁纱，介绍的品种是兰花系列。都很好，就是没看够，下次再去吧！,1
4633545,木兰天池下山的路实在不敢恭维，设计了一处山洞，我今天走出山洞花了2个小时，到处是小孩子哭天喊地，全程也没有一个景区的管理员出来疏导。全靠游客自己挤下山，还好今天没有出事，不然后果不堪设想。以后估计不会再去木兰天池了。,0
4634528,这里风景不错，适合去游玩，而且免费,1
